ID_Cliente,Nombre,Apellido,Email,Telefono,Fecha_Registro,Pais,Ciudad,Direccion,Codigo_Postal,Tipo_Cliente,Ultima_Compra_Fecha,Total_Gastado_EUR,Numero_Compras,Fuente_Adquisicion,Activo,Notas_Internas
CL0519,Leonor,Vázquez,leonor.vázquez@gmail.com,+34672 327 276,2022-08-26,Bélgica,Albacete,Paseo Maribel Farré 720,23218,Basic,2024-01-14,1060.02,41,Evento,False,Quasi quaerat porro provident voluptatibus a.
CL0520,Guadalupe,Caballero,guadalupe.caballero@gmail.com,+34820 985 042,2022-06-29,Islandia,Melilla,Pasaje de Eleuterio Azcona 36 Apt. 71 ,36753,Premium,2024-08-16,3531.77,29,Redes Sociales,True,
CL0521,Diana,Seguí,diana.seguí@hotmail.com,+34 924 017 994,2024-05-19,Serbia,Burgos,Alameda de Dani Priego 50,51118,Premium,,0,0,Redes Sociales,False,
CL0522,Georgina,Bustamante,georgina.bustamante@yahoo.com,+34807 849 717,2023-01-08,Iraq,Cádiz,Plaza de Fulgencio Riba 1 Apt. 16 ,51112,Standard,2024-09-15,4128.17,12,Web,False,
CL0523,Manu,Espada,manu.espada@yahoo.com,+34 915966311,2023-02-11,Bosnia y Herzegovina,La Rioja,Plaza Felix Medina 84 Apt. 59 ,02039,Standard,2024-12-11,4038.18,26,Anuncio Online,True,
CL0524,Isaías,Carrera,isaías.carrera@yahoo.com,+34 846 13 11 80,2025-03-25,Barbados,Barcelona,Callejón Pastor Taboada 8,35375,Premium,2025-03-30,4056.59,8,Anuncio Online,True,
CL0525,Galo,Arregui,galo.arregui@yahoo.com,+34800 430 434,2024-09-15,Francia,Segovia,Glorieta Esmeralda Sandoval 63,07052,Standard,2024-12-01,4845.11,5,Referido,True,
CL0526,Augusto,Díaz,augusto.díaz@yahoo.com,+34 847 81 43 12,2024-03-12,Somalia,Huesca,Ronda de Olegario Perales 88,01177,Basic,2025-03-30,1289.74,2,Referido,True,
CL0527,Lola,Robledo,lola.robledo@hotmail.com,+34 845 047 177,2022-06-12,Georgia,Salamanca,Vial de Albino Arjona 75 Piso 7 ,47120,Premium,2023-03-23,4651.97,43,Web,True,
CL0528,Haydée,Muro,haydée.muro@hotmail.com,+34901 49 18 61,2023-06-13,Albania,Badajoz,Cañada Nicolás Murillo 5 Piso 3 ,46005,Basic,2023-08-12,516.27,20,Evento,False,
CL0529,Octavio,Hurtado,octavio.hurtado@gmail.com,+34981471318,2024-03-14,Afganistán,Toledo,Pasaje de Felisa Pera 61,02651,Basic,2024-12-29,4527.69,3,Anuncio Online,True,
CL0530,Duilio,Jurado,duilio.jurado@hotmail.com,+34984391500,2022-11-01,Barbados,Soria,Via de Antonia Román 84 Apt. 27 ,44456,Basic,2023-09-17,2658.02,39,Web,False,Debitis similique itaque corrupti vel a exercitationem enim.
CL0531,Yésica,Calzada,yésica.calzada@yahoo.com,+34 978 73 72 13,2023-09-17,Malawi,Las Palmas,Plaza de Sergio Palomo 591,24450,Premium,2023-11-01,1824.69,6,Anuncio Online,True,
CL0532,Ceferino,Puga,ceferino.puga@yahoo.com,+34920 283 267,2023-10-13,Eslovenia,Huesca,Rambla Telmo Hervia 70 Piso 8 ,11879,Standard,2024-04-27,3223.51,42,Web,True,
CL0533,Eustaquio,Huertas,eustaquio.huertas@gmail.com,+34 976404516,2022-05-09,Libia,Melilla,Acceso de Gerónimo Arellano 409 Apt. 53 ,41641,Premium,2022-08-27,843.37,36,Redes Sociales,False,
CL0534,Artemio,Plaza,artemio.plaza@gmail.com,+34876012132,2025-01-04,Irlanda,Alicante,Pasaje de Odalis Flor 78 Apt. 33 ,32885,Premium,2025-04-01,4173.62,36,Evento,False,Sit quam vitae rerum velit facilis illo.
CL0535,Pastor,Perea,pastor.perea@yahoo.com,+34844811104,2025-01-28,Albania,Badajoz,Glorieta Nélida Catalán 9 Piso 9 ,50731,Basic,2025-03-28,1209.32,42,Web,True,
CL0536,Ciríaco,Montesinos,ciríaco.montesinos@yahoo.com,+34884 37 54 38,2024-06-03,Libia,Albacete,Vial de Susana Cañizares 4,18301,Standard,2025-03-16,3654.65,44,Referido,True,Omnis itaque est quasi sed.
CL0537,Marcelino,Iniesta,marcelino.iniesta@gmail.com,+34 981508872,2024-07-07,Mónaco,Zaragoza,Pasadizo de Irene Marcos 1 Puerta 6 ,51368,Basic,2025-03-31,3307.46,43,Anuncio Online,False,
CL0538,Flora,Guardiola,flora.guardiola@yahoo.com,+34 730 056 747,2024-03-03,Rwanda,Sevilla,Via Gertrudis Valenciano 6 Puerta 0 ,48219,Standard,2024-10-10,173.15,11,Redes Sociales,False,Autem excepturi iure facere odio.
CL0539,Susanita,Gras,susanita.gras@hotmail.com,+34925 93 26 53,2025-01-26,Letonia,Tarragona,C. de Rosario Alegre 164,03878,Basic,2025-03-01,1043.71,26,Web,False,
CL0540,Joaquín,Velázquez,joaquín.velázquez@gmail.com,+34948 12 11 34,2022-05-13,Uruguay,Cuenca,Avenida de Cleto Baena 644 Puerta 2 ,48298,Basic,2022-11-29,3787.97,34,Referido,False,
CL0541,Santiago,Batlle,santiago.batlle@hotmail.com,+34 827 20 69 73,2023-03-10,El Salvador,Cáceres,Rambla Bruno Gárate 46 Puerta 8 ,14407,Basic,2024-04-26,343.94,34,Referido,True,
CL0542,Fito,Tirado,fito.tirado@hotmail.com,+34 987 246 612,2022-10-23,Malasia,Cantabria,Vial Ramona Sánchez 86,19501,Premium,2024-09-24,278.01,15,Evento,False,Reprehenderit alias voluptatibus adipisci sit sunt quae.
CL0543,Chucho,Pinedo,chucho.pinedo@gmail.com,+34873 04 78 59,2024-05-30,Pakistán,Cádiz,Acceso Ruben Gabaldón 23,35011,Standard,2024-11-10,2353.89,17,Referido,True,
CL0544,Gabriel,Cuevas,gabriel.cuevas@hotmail.com,+34922 06 16 43,2024-11-11,México,Lugo,Paseo de Isidro Galván 68 Piso 4 ,51062,Standard,2025-01-18,23.99,50,Redes Sociales,False,
CL0545,Eloy,Bonet,eloy.bonet@gmail.com,+34 843 612 921,2023-10-31,Letonia,Ourense,Acceso de Maribel Canales 78 Puerta 7 ,22234,Premium,2024-01-23,3362.29,31,Evento,True,
CL0546,Selena,Lucas,selena.lucas@yahoo.com,+34 946 07 42 83,2022-10-31,Países Bajos,Alicante,C. Fabiola Borrell 65 Piso 1 ,43038,Premium,2024-09-12,3187.82,16,Redes Sociales,False,
CL0547,Fanny,Mendez,fanny.mendez@hotmail.com,+34 821400986,2024-12-21,Ghana,Barcelona,Cañada de Rosendo Antúnez 22 Apt. 65 ,12138,Standard,2025-03-28,257.88,2,Anuncio Online,False,
CL0548,Rosalina,Ávila,rosalina.ávila@yahoo.com,+34 877 68 89 93,2024-11-16,Pakistán,Las Palmas,Paseo de Isabel Oller 15 Apt. 76 ,45269,Standard,2025-01-23,3559.92,43,Evento,True,
CL0549,Georgina,Galindo,georgina.galindo@hotmail.com,+34946168233,2023-12-04,Kuwait,Tarragona,Acceso Jacinto Carrasco 170,44719,Standard,,0,0,Referido,True,Quos incidunt error nesciunt necessitatibus pariatur culpa.
CL0550,Andrés Felipe,Sevillano,andrés.sevillano@hotmail.com,+34 986491647,2022-12-06,Brunei Darussalam,Cáceres,Urbanización Marcela Suarez 4,43361,Premium,2023-10-09,300.5,27,Referido,False,Modi asperiores ipsam ipsa autem.
CL0551,Bernardino,Galván,bernardino.galván@gmail.com,+34943 24 21 68,2023-09-16,Jamaica,Palencia,Paseo de Gervasio Marti 460,05375,Basic,2024-11-20,43.72,47,Evento,True,
CL0552,Remigio,Palmer,remigio.palmer@gmail.com,+34922596126,2022-11-28,Bahrein,Pontevedra,Acceso de Nadia Rios 60 Puerta 6 ,16943,Standard,2023-11-04,1153.79,12,Anuncio Online,False,
CL0553,Agapito,Grau,agapito.grau@gmail.com,+34 881041720,2023-03-07,Islas Salomón,Málaga,Ronda de Luis Miguel Cañas 28,36955,Premium,2024-06-27,3481.72,8,Evento,False,In officia quis minima voluptatem amet architecto.
CL0554,Matilde,Casals,matilde.casals@yahoo.com,+34875078792,2024-07-27,Azerbaiyán,Albacete,Cañada María Ángeles Múgica 7 Apt. 41 ,37707,Standard,2025-02-23,1507.32,12,Web,False,
CL0555,Venceslás,Donaire,venceslás.donaire@hotmail.com,+34 986 951 687,2024-06-12,Yemen,León,Cañada de Aitana Galán 32 Apt. 08 ,30760,Premium,2024-10-02,532.43,8,Referido,False,
CL0556,Mar,Jimenez,mar.jimenez@yahoo.com,+34845 89 13 28,2024-05-21,Estados Unidos de América,Cuenca,Rambla de Xavier Goñi 91 Apt. 62 ,45856,Standard,2025-01-15,3240.37,6,Referido,False,
CL0557,Sandalio,Oliveras,sandalio.oliveras@gmail.com,+34 822 46 70 99,2025-01-02,Nauru,Navarra,Camino de Concha Vázquez 75 Puerta 1 ,10349,Premium,2025-02-27,1683.49,21,Evento,True,
CL0558,Berta,Esparza,berta.esparza@gmail.com,+34928 25 17 92,2023-10-02,España,Asturias,Camino Álvaro Catalá 516 Apt. 84 ,27904,Basic,2024-05-24,3289.11,24,Redes Sociales,True,
CL0559,Isa,Iborra,isa.iborra@gmail.com,+34 982 179 849,2023-08-22,Timor-Leste,Cáceres,Calle Dolores Jaume 39 Piso 4 ,28236,Basic,2023-10-16,777.67,5,Redes Sociales,True,
CL0560,Pascual,Paredes,pascual.paredes@gmail.com,+34 902 54 58 94,2022-06-30,Filipinas,Badajoz,Paseo de Gastón Torrent 81 Piso 0 ,22173,Standard,2022-09-24,4864.55,44,Referido,True,
CL0561,Chus,Báez,chus.báez@gmail.com,+34881463714,2025-03-15,Túnez,Palencia,Camino de Alejandro Crespo 2 Piso 5 ,29783,Standard,2025-03-21,1445.2,1,Anuncio Online,True,
CL0562,Wilfredo,Valenciano,wilfredo.valenciano@gmail.com,+34949 043 602,2023-09-17,Gambia,Zaragoza,Alameda de Rolando Pareja 96 Puerta 8 ,20594,Standard,2025-02-09,1032.08,2,Referido,False,
CL0563,Georgina,Arrieta,georgina.arrieta@yahoo.com,+34 987232780,2024-08-22,Israel,Huelva,Acceso de Marianela Tapia 47 Piso 4 ,15954,Standard,2024-12-20,337.0,8,Redes Sociales,False,
CL0564,Fátima,Calderon,fátima.calderon@gmail.com,+34800 97 48 64,2022-10-23,Maldivas,Ceuta,C. de Francisca Bonet 40 Apt. 75 ,36380,Standard,2023-07-05,3127.08,9,Anuncio Online,True,
CL0565,Aránzazu,Flor,aránzazu.flor@yahoo.com,+34 944 075 968,2022-06-10,Sri Lanka,Melilla,Pasaje de Roque Laguna 26,41973,Standard,2023-03-15,2104.87,29,Redes Sociales,True,
CL0566,Leonardo,Luís,leonardo.luís@hotmail.com,+34985 38 79 07,2022-09-25,Dominicana,Málaga,Paseo Miriam Pinto 382 Apt. 03 ,14687,Basic,2023-07-04,2295.8,20,Referido,False,
CL0567,Anastasia,Gracia,anastasia.gracia@hotmail.com,+34921125344,2022-06-24,Kazajstán,Murcia,Glorieta de Candelaria Hernandez 30 Apt. 61 ,24425,Premium,2022-09-18,2667.41,48,Redes Sociales,False,
CL0568,Santiago,Ferrer,santiago.ferrer@yahoo.com,+34975463036,2022-05-14,Sudáfrica,Baleares,Calle de Maximiano Vera 51 Piso 6 ,17942,Basic,2023-12-17,3302.68,50,Redes Sociales,True,
CL0569,Fabián,Escobar,fabián.escobar@yahoo.com,+34 818 256 470,2022-04-25,Jordania,Lugo,Acceso Duilio Sanabria 8,08571,Basic,,0,0,Evento,True,
CL0570,Ruperta,Calvo,ruperta.calvo@yahoo.com,+34 901524709,2023-11-09,Indonesia,Lugo,Alameda Amor Font 84 Puerta 4 ,03272,Standard,2024-01-22,4037.87,14,Redes Sociales,True,
CL0571,Natalio,Casal,natalio.casal@yahoo.com,+34878 63 41 32,2023-03-17,Turquía,Lugo,Avenida Inmaculada Recio 402,16368,Basic,2023-06-28,2130.24,43,Evento,True,
CL0572,Vera,García,vera.garcía@yahoo.com,+34888 30 36 41,2024-08-28,Palau,Badajoz,Alameda de Gertrudis Alegre 65,30055,Premium,2025-02-18,3238.26,12,Anuncio Online,False,Facilis voluptatem provident.
CL0573,Evita,Real,evita.real@gmail.com,+34878017982,2022-12-11,República Federal Democrática de Nepal,Soria,Callejón Saturnina Quirós 62,43568,Premium,2023-09-16,1916.54,10,Web,False,Dignissimos deserunt pariatur itaque similique.
CL0574,Valentín,Bernat,valentín.bernat@yahoo.com,+34 973254748,2023-03-26,Bulgaria,Ceuta,Via Candelario Sanchez 50 Piso 6 ,47276,Basic,2024-08-12,1732.39,25,Evento,False,
CL0575,Valero,Tamarit,valero.tamarit@gmail.com,+34 979 23 36 29,2022-08-16,Tonga,Guadalajara,Glorieta de Martina Vilaplana 16,43300,Basic,2023-06-17,3909.85,9,Anuncio Online,False,
CL0576,Dionisia,Campoy,dionisia.campoy@hotmail.com,+34 807912211,2022-11-23,República Popular Democrática de Corea,Málaga,Callejón Martirio Barón 9,29997,Basic,2023-08-13,4876.91,15,Evento,False,
CL0577,Patricio,Almazán,patricio.almazán@gmail.com,+34800236462,2022-07-01,Gabón,La Coruña,Avenida de Graciana Guillén 81,47883,Standard,2023-04-17,1959.73,2,Evento,False,
CL0578,Pánfilo,Duarte,pánfilo.duarte@yahoo.com,+34742 72 22 91,2022-10-30,Afganistán,Melilla,Paseo de Emelina Ayuso 388,41619,Basic,2023-11-27,1350.36,10,Anuncio Online,True,
CL0579,Julio,Alcaraz,julio.alcaraz@yahoo.com,+34 882 623 799,2023-09-30,Luxemburgo,Burgos,Pasadizo de Ricarda Montero 16 Puerta 0 ,05325,Premium,2025-02-08,2078.09,28,Referido,False,
CL0580,Tatiana,Portillo,tatiana.portillo@gmail.com,+34 900 294 228,2022-11-12,San Vicente y las Granadinas,Las Palmas,Pasadizo Lara Pozo 683 Piso 7 ,18112,Standard,,0,0,Evento,False,
CL0581,María Belén,Milla,maría.milla@yahoo.com,+34 888 26 51 42,2022-07-24,Kuwait,Segovia,Plaza de Angélica Salmerón 81,03880,Standard,2024-03-15,3739.7,30,Redes Sociales,True,
CL0582,Guadalupe,Arranz,guadalupe.arranz@hotmail.com,+34828 64 79 53,2023-08-07,Dinamarca,Lugo,Urbanización Sosimo Segura 86 Apt. 06 ,51858,Basic,2025-03-26,74.3,5,Anuncio Online,True,Asperiores blanditiis velit voluptatibus delectus enim.
CL0583,Vidal,Ballesteros,vidal.ballesteros@yahoo.com,+34984 93 26 43,2024-06-18,Sudán,Soria,Vial de Gil Quintero 98 Apt. 89 ,37377,Basic,2025-01-04,4454.44,8,Evento,True,
CL0584,Estefanía,Pazos,estefanía.pazos@hotmail.com,+34 872 38 36 68,2024-05-18,Panamá,Teruel,Calle de Bartolomé Tenorio 72 Puerta 0 ,45059,Basic,2024-06-24,3550.48,9,Web,False,
CL0585,Aitana,Almazán,aitana.almazán@hotmail.com,+34 806 98 79 75,2022-08-28,Islas Salomón,Asturias,Camino Rafael Muñoz 513 Puerta 5 ,27311,Premium,,0,0,Web,False,Quo numquam architecto ipsam qui dolores.
CL0586,Paulino,Arenas,paulino.arenas@yahoo.com,+34 820 993 550,2023-02-20,Bolivia,Palencia,Urbanización de Amparo Bayo 91,48852,Basic,2023-06-25,3927.82,31,Referido,True,
CL0587,Cleto,Gallego,cleto.gallego@hotmail.com,+34 867 93 26 88,2022-09-15,Haití,Teruel,Callejón de Cosme Palomino 277 Apt. 04 ,15058,Premium,2023-02-26,4731.9,3,Redes Sociales,False,Alias sed beatae at eveniet repudiandae.
CL0588,Ruben,Toledo,ruben.toledo@yahoo.com,+34879 07 78 91,2024-03-11,Burundi,Guadalajara,Urbanización Plinio Garrido 90,06933,Basic,,0,0,Redes Sociales,True,
CL0589,Jeremías,Bautista,jeremías.bautista@gmail.com,+34 883 60 61 41,2023-06-03,Bahrein,Girona,Paseo Yéssica Cerdá 820 Apt. 56 ,01920,Premium,2024-01-31,582.4,40,Redes Sociales,False,
CL0590,Gloria,Batalla,gloria.batalla@yahoo.com,+34 981 24 42 48,2024-08-11,Brunei Darussalam,Vizcaya,Vial Pelayo Zabala 68 Apt. 11 ,05267,Premium,2024-08-22,4344.46,8,Evento,True,
CL0591,Graciano,Matas,graciano.matas@gmail.com,+34806 148 704,2025-03-30,Tailandia,Navarra,Pasadizo Paz Portillo 98,39637,Basic,2025-04-01,2721.53,2,Evento,False,
CL0592,Florencia,Salcedo,florencia.salcedo@hotmail.com,+34 923 011 582,2024-11-15,Turquía,Barcelona,Cuesta de Heliodoro Asensio 39,10419,Standard,2024-12-05,3725.74,34,Referido,False,
CL0593,Macarena,Mora,macarena.mora@hotmail.com,+34 820752854,2025-01-18,Perú,Baleares,Callejón de Imelda Baquero 598,47917,Basic,2025-02-25,555.35,16,Evento,True,
CL0594,José Manuel,Checa,josé.checa@hotmail.com,+34 723 283 345,2023-10-26,Camerún,Zamora,Via Jose Ramón Bermejo 97 Piso 8 ,14163,Standard,2025-02-23,2609.4,22,Referido,True,
CL0595,Fortunato,Beltran,fortunato.beltran@hotmail.com,+34920 422 923,2023-07-04,Costa Rica,Ourense,Acceso Teo Esteban 7,17366,Premium,2024-10-31,2290.04,9,Evento,True,
CL0596,Miguela,Gonzalez,miguela.gonzalez@gmail.com,+34 931 817 316,2022-10-25,Estonia,Málaga,Calle Chema Correa 3,46313,Standard,2024-04-11,608.3,31,Anuncio Online,False,
CL0597,Haydée,Anaya,haydée.anaya@gmail.com,+34847 96 83 39,2025-02-10,Congo,Valladolid,Paseo Reina Revilla 43,19461,Premium,2025-03-29,2824.06,14,Referido,False,
CL0598,Caridad,Palomar,caridad.palomar@hotmail.com,+34877 22 86 73,2023-01-21,Togo,Huesca,Paseo Severiano Ballester 4 Puerta 0 ,39178,Basic,2024-12-13,4268.37,20,Referido,True,Nam voluptas aperiam necessitatibus reiciendis.
CL0599,Trini,Roca,trini.roca@yahoo.com,+34926237541,2023-07-15,Namibia,León,Pasaje Rosario Sarabia 89 Puerta 0 ,04359,Basic,2024-02-23,3744.26,30,Web,True,
CL0600,Caridad,Zaragoza,caridad.zaragoza@hotmail.com,+34 824478130,2024-06-15,Yemen,Barcelona,Alameda de Bonifacio Viana 884 Piso 1 ,19812,Premium,2024-10-24,4609.83,18,Referido,False,Cupiditate officiis ratione aliquam nulla at corporis.
CL0601,Andrés Felipe,Abella,andrés.abella@yahoo.com,+34839609351,2024-04-07,Zimbabwe,Huesca,Pasaje Cloe García 98 Apt. 07 ,27702,Basic,2024-10-13,2178.57,39,Referido,True,
CL0602,Gema,Cuenca,gema.cuenca@yahoo.com,+34 807799927,2023-01-11,San Vicente y las Granadinas,Cádiz,Cañada de Ariel Gracia 55 Piso 4 ,28117,Premium,2024-12-17,3165.26,6,Anuncio Online,False,
CL0603,Ignacio,Cordero,ignacio.cordero@hotmail.com,+34 824 952 688,2023-12-19,Micronesia,Toledo,Rambla de Herminia Girona 995,45725,Basic,2024-05-04,3518.63,14,Evento,True,
CL0604,Juan José,Pinedo,juan.pinedo@yahoo.com,+34 941 018 643,2023-07-20,Gabón,Salamanca,Callejón de Nicolás Fuertes 888,40853,Basic,2023-07-21,3052.52,9,Evento,False,
CL0605,Flor,Acedo,flor.acedo@yahoo.com,+34875 039 723,2024-11-04,Libia,Sevilla,Avenida María José Duarte 89 Piso 4 ,49881,Standard,2025-01-06,1209.89,6,Evento,False,
CL0606,Elvira,Vega,elvira.vega@hotmail.com,+34977391370,2023-08-04,Comoras,Málaga,Vial de Pepito Leal 4 Puerta 5 ,42277,Basic,2024-01-25,3244.91,16,Anuncio Online,True,
CL0607,Luisa,Azorin,luisa.azorin@gmail.com,+34736 066 818,2023-04-13,España,Cantabria,Glorieta Consuelo Pina 283,35651,Premium,2024-05-04,3875.66,23,Evento,True,
CL0608,Yéssica,Figueroa,yéssica.figueroa@hotmail.com,+34733 641 501,2024-09-16,Jamaica,Madrid,Alameda de Eugenia Yuste 68 Piso 7 ,19143,Premium,2024-10-21,4620.22,25,Anuncio Online,False,
CL0609,Emma,Fuente,emma.fuente@hotmail.com,+34 881 922 499,2024-06-17,Bélgica,Murcia,Paseo Alex Rojas 654,12447,Premium,2024-12-18,1898.73,18,Evento,False,
CL0610,Cipriano,Alvarado,cipriano.alvarado@hotmail.com,+34927 737 301,2022-06-05,Costa Rica,Huesca,Alameda de Dora Guitart 841,06372,Basic,2023-03-08,3436.82,5,Evento,False,Totam laborum vero.
CL0611,Berto,Briones,berto.briones@hotmail.com,+34 984445628,2024-07-03,Egipto,Almería,Calle de Cristian Delgado 85 Piso 9 ,39973,Basic,2024-07-03,2463.23,29,Referido,True,
CL0612,Olga,Ballester,olga.ballester@hotmail.com,+34 934 319 514,2024-06-28,Bulgaria,Murcia,Camino de Teodoro Miranda 27,23566,Premium,2024-09-02,1443.21,19,Redes Sociales,False,Dolore incidunt nisi incidunt unde est.
CL0613,Estela,Pou,estela.pou@yahoo.com,+34980 136 142,2022-12-13,Papua Nueva Guinea,Teruel,Urbanización Tatiana Barbero 622 Apt. 05 ,48273,Basic,2024-09-24,2334.45,23,Evento,False,
CL0614,Marianela,Morillo,marianela.morillo@yahoo.com,+34 983 45 70 50,2023-02-25,Francia,Barcelona,Avenida de Isidro Castelló 38,16043,Standard,2023-08-31,1143.64,38,Redes Sociales,False,
CL0615,Néstor,Valderrama,néstor.valderrama@hotmail.com,+34945 328 773,2025-03-07,Micronesia,La Coruña,Pasadizo Godofredo Goñi 7 Puerta 6 ,12107,Basic,2025-03-09,4775.86,17,Web,True,
CL0616,Tadeo,Puerta,tadeo.puerta@gmail.com,+34 927 576 401,2024-01-27,Kirguistán,Lugo,Camino Herminio Taboada 8,45367,Standard,2024-02-09,3919.91,13,Redes Sociales,False,
CL0617,Ibán,Lillo,ibán.lillo@gmail.com,+34983 793 336,2024-03-30,Kiribati,Cáceres,Cuesta de Fátima Guitart 216 Apt. 70 ,23757,Basic,2024-09-04,4735.68,45,Redes Sociales,True,Officia laboriosam eaque impedit officiis sed.
CL0618,Edmundo,Flores,edmundo.flores@hotmail.com,+34 987 171 679,2023-11-25,Mozambique,Málaga,Calle de Marisela Canet 962,31473,Standard,2024-07-24,3110.73,0,Evento,False,
CL0619,Luís,Catalá,luís.catalá@yahoo.com,+34 824 100 722,2023-10-31,Eslovaquia,Girona,Paseo de Haroldo Ruiz 85 Apt. 90 ,17328,Basic,2025-01-04,4106.55,38,Anuncio Online,False,Beatae aliquid tenetur veritatis error nisi.
CL0620,Ángela,Ferrera,ángela.ferrera@gmail.com,+34982 99 28 56,2022-08-22,Samoa,Córdoba,Ronda de Alba Domínguez 62,37902,Standard,2022-11-16,4367.29,47,Evento,False,
CL0621,Clímaco,Llorente,clímaco.llorente@yahoo.com,+34738 58 16 69,2023-09-17,Federación de Rusia,Murcia,Urbanización Emilio Almagro 279 Apt. 99 ,24271,Standard,2024-06-17,3171.52,18,Web,True,
CL0622,Remedios,Carro,remedios.carro@yahoo.com,+34 858 64 36 57,2022-09-01,Uzbekistán,Valencia,Avenida de Leocadia Barrios 536,01318,Premium,2025-02-17,2358.79,13,Web,True,
CL0623,Fabiola,Asenjo,fabiola.asenjo@hotmail.com,+34942 89 84 59,2023-12-26,Polonia,Álava,Acceso de Narcisa Calvo 750,09056,Basic,2025-03-14,4642.74,10,Web,False,
CL0624,Marina,Corbacho,marina.corbacho@hotmail.com,+34 820 83 77 58,2023-03-30,Bahrein,Toledo,Glorieta de Rosario Montes 97 Piso 3 ,03345,Premium,2024-08-26,3327.97,23,Evento,True,
CL0625,Cipriano,Casanovas,cipriano.casanovas@hotmail.com,+34 988 838 119,2022-12-09,Italia,Ceuta,Cañada de Emiliano Santamaría 4 Puerta 9 ,04743,Standard,2023-03-26,4254.44,23,Evento,False,
CL0626,Pastora,Durán,pastora.durán@hotmail.com,+34886 645 968,2023-03-21,Mónaco,Córdoba,Cañada de Danilo Badía 8,30047,Basic,2024-03-11,2525.24,12,Anuncio Online,True,
CL0627,Julie,Fernández,julie.fernández@hotmail.com,+34842779912,2023-12-15,Madagascar,Valladolid,Pasadizo Claudio Giralt 512,41795,Standard,2025-03-03,931.64,23,Referido,True,
CL0628,Manu,Pinilla,manu.pinilla@hotmail.com,+34 806 61 24 94,2022-05-19,Andorra,Albacete,Plaza de Fidela Ordóñez 40 Piso 9 ,37532,Premium,2024-08-10,1564.79,11,Redes Sociales,True,Occaecati tenetur qui vitae quam praesentium.
CL0629,Nacho,Cueto,nacho.cueto@gmail.com,+34810954655,2024-04-29,Suecia,Zaragoza,Plaza Adán Tomé 94,17745,Premium,2024-11-17,783.33,10,Evento,True,
CL0630,Fortunata,Iglesia,fortunata.iglesia@gmail.com,+34 846 946 047,2025-03-04,Malta,León,Urbanización de Adán Agustí 837 Apt. 71 ,44817,Premium,2025-03-23,3423.92,35,Redes Sociales,True,
CL0631,Ariadna,Aguilera,ariadna.aguilera@yahoo.com,+34 928 347 121,2024-04-30,Chipre,Valencia,Glorieta Raimundo Gonzalo 16 Apt. 97 ,14638,Basic,2024-12-25,2860.84,3,Redes Sociales,True,
CL0632,Teobaldo,Saldaña,teobaldo.saldaña@hotmail.com,+34981232768,2023-02-05,Samoa,Cádiz,Acceso Azahara Enríquez 1,15417,Basic,2024-06-21,4716.48,37,Anuncio Online,True,
CL0633,Ainoa,Pareja,ainoa.pareja@hotmail.com,+34 971 18 95 80,2022-06-25,Austria,La Coruña,C. Samanta Montaña 94,04036,Basic,2024-07-21,1355.31,24,Anuncio Online,False,
CL0634,Rodrigo,Miralles,rodrigo.miralles@gmail.com,+34947 764 817,2024-04-29,Grecia,Ciudad,Plaza de León Castañeda 34,11640,Standard,,0,0,Redes Sociales,False,
CL0635,Lorenzo,Tapia,lorenzo.tapia@gmail.com,+34820 47 14 65,2024-11-26,Tonga,Soria,Pasadizo Saturnina Ordóñez 62 Puerta 3 ,40936,Premium,,0,0,Anuncio Online,True,
CL0636,Gema,Mena,gema.mena@gmail.com,+34822334226,2024-10-16,Austria,Cáceres,Plaza de Bruno Llano 90 Apt. 87 ,11031,Basic,2024-12-15,4840.23,0,Redes Sociales,False,
CL0637,Álvaro,Ocaña,álvaro.ocaña@yahoo.com,+34 977 015 850,2024-08-03,Granada,Ourense,Callejón Rafael Canet 96 Apt. 50 ,21866,Standard,,0,0,Web,False,
CL0638,José,Carbó,josé.carbó@gmail.com,+34 821 118 496,2024-10-09,Guinea Ecuatorial,Valladolid,Cuesta de Fortunata Egea 45 Piso 1 ,28885,Premium,2025-01-09,844.43,4,Anuncio Online,True,
CL0639,Asdrubal,Bartolomé,asdrubal.bartolomé@yahoo.com,+34 941 03 84 88,2025-03-29,Chad,Ávila,Glorieta Modesta Busquets 89 Puerta 1 ,07140,Basic,2025-03-30,60.82,44,Web,False,
CL0640,Rafaela,Pi,rafaela.pi@gmail.com,+34 987 052 216,2024-09-18,Países Bajos,Santa Cruz de Tenerife,Cuesta Alejandro Ibañez 555 Apt. 61 ,41312,Basic,2025-02-17,1362.18,28,Evento,False,
CL0641,Herminio,Correa,herminio.correa@hotmail.com,+34 837 573 258,2022-07-28,Nueva Zelandia,Zamora,Rambla de José Mari Segura 51,22653,Premium,2025-03-01,4151.57,5,Evento,True,Veritatis voluptates doloribus consectetur.
CL0642,Pedro,Cisneros,pedro.cisneros@yahoo.com,+34987086857,2023-10-13,Singapur,Cádiz,Plaza de Ruy Muñoz 69 Apt. 09 ,37760,Basic,2024-11-10,4336.98,43,Redes Sociales,False,
CL0643,Gertrudis,Prada,gertrudis.prada@gmail.com,+34876501813,2022-12-24,Antigua y Barbuda,León,Ronda de Onofre Bermudez 94,13307,Standard,2024-01-24,1504.49,12,Web,True,Necessitatibus corporis optio quibusdam amet quasi impedit.
